record_id,doi,title,year,source_databases,query_ids,abstract_available,abstract_screen_decision,abstract_screen_exclusion_code,abstract_screen_confidence,abstract_screen_basis,mechanism_evidence,global_output_evidence,full_text_status
R-2a1d7ef546d3ad7a,10.3390/rs11131531,Investigating the consistency of uncalibrated multispectral lidar vegetation indices at different altitudes,2019,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-e7cb161d82a72bcb,10.1094/pdis-12-20-2585-re,Investigating the Distribution of Strains of Erwinia amylovora and Streptomycin Resistance in Apple Orchards in New York Using Clustered Regularly Interspaced Short Palindromic Repeat Profiles: A 6-Year Follow-Up,2021,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-ecea77d0daa5365a,10.1109/ubmk63289.2024.10773393,Investigating the Effects of Pre-Trained Deep Learning Models and Fusion Techniques on Fruit Segmentation Performance,2024,Scopus;OpenAlex,Q7,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: Investigating the Effects of Pre-Trained Deep Learning Models and Fusion Techniques on Fruit Segmentation Performance. In recent years, interest in the automation of agricultural and industrial processes has increased. Fruit segmentation is essential for","global production, yield, biomass, or land-use output: industrial processes has increased. Fruit segmentation is essential for quality control, harvest optimization, and yield estimation. However, some challenges arise in automatic fruit segmentation systems, such as light conditions, image quality, environmental factors, and variatio",pending
R-f352081b8dc00625,10.3390/math11061520,Investigating the Impact of COVID-19 on E-Learning: Country Development and COVID-19 Response,2023,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-a1ea9e5dad0d9488,,Investigating the Impacts of Tree Allometry on Lidar-Based Tree Aboveground Biomass Model Performance,2015,OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: Investigating the Impacts of Tree Allometry on Lidar-Based Tree Aboveground Biomass Model Performance. Airborne light detection and ranging (LiDAR) canopy height metrics are strong parameters for tree aboveground biomass (AGB) estimates. Since allometric models, in which tree","global production, yield, biomass, or land-use output: tion and ranging (LiDAR) canopy height metrics are strong parameters for tree aboveground biomass (AGB) estimates. Since allometric models, in which tree diameter at breast height (DBH) and height are inputs, provide field AGB estimates in the LiDAR-AGB modeling",pending
R-67341f8e173e7203,,Investigating the patterns in the openly accessible satellite-based digital elevation models over different LULC classes,2020,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-180fa4e648202c26,10.1117/12.3014678,Investigating the Performance of Monocular and Stereo Vision for the Detection of Weeds in a Strawberry Field using UAVs and Machine Learning Techniques,2024,Scopus,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-e1626527595afb68,10.17660/actahortic.2019.1253.1,Investigating the potential use of mono-potassium phosphate (MKP: 0-52-34) applied through fertigation as a method to improve salinity tolerance of tomato plants,2019,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-b525d8b8e612f76f,10.33841/1819-1339-1-49-201-211,Investigating the use of remote sensing methods for monitoring and mapping peatlands,2025,OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: sis includes an assessment of the effectiveness of these methods in identifying different plant species, monitoring vegetation conditions and detecting changes in biodiversity. The review focuses on the possibilities of remote sensing for accurate mapping of peatland vegetation biodiversity. The arti",,pending
R-f97f1d2f7874988a,10.5194/egusphere-egu25-8679,Investigating within-forest variability in the onset of tree height growth in a boreal Scots pine forest,2025,OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: operation on a named target; full-text review required,"operation on a named target: their growth, as they are affected by various macro- and micro-scale factors. In order to detect and quantify tree growth at tree level, close-range monitoring with high spatial and temporal resolutions&#160;is required. For this purpose, LiDAR (Light Detection an",,pending
R-6211e76f6d1eda32,,INVESTIGATION OF CORELATION BETWEEN OIL PALM AGE AND CROWN PROJECTION AREA (CPA) BASED ON UNMANNED AERIAL VEHICLE (UAV),2023,Scopus,Q6,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-b2109598cb602420,10.13031/ja.15070,INVESTIGATION OF DEPTH CAMERA POTENTIALS FOR VARIABLE-RATE SPRAYERS,2023,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: rom 2.8% to 15.8%, which were acceptable for outdoor applications. Variation of crabapple canopy detection rate was less than 6% from sunrise to sunset. Abstract. To reduce crop protection product use and environmental impacts while maintaining application",,pending
R-be0a9175b35e229b,10.1109/cac59555.2023.10451140,Investigation of Factors Influencing the Accuracy of Multi-Sensor Fusion with Extended Kalman Filter,2023,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-537b3545f80ea54e,10.1177/0361198120923658,Investigation of Highway Stormwater Management Pond Capacity for Flood Detention and Water Quality Treatment Retention via Remote Sensing Data and Conventional Topographic Survey,2020,Scopus;OpenAlex,Q3,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-9fae69c4c8d4dea7,,Investigation of Land Cover Classification in Oil Palm Area Based on ALOS PALSAR 2 Image,2017,OpenAlex,Q6,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-1329bdcf5f36c1ab,10.1109/iscaie68866.2026.11576414,Investigation of Lightweight Object Detection Models for Capsicum Disease Detection,2026,Scopus,Q4,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-1be38650e032b4aa,10.1051/e3sconf/202459502010,Investigation of oil palm fruit bunch ripeness classification using machine learning classifiers,2024,Scopus;OpenAlex,Q6,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-3ef18d3cca2ddd30,10.1007/s11771-026-6324-0,Investigation of progressive cracking in sandstone under uniaxial loading using multidimensional AE-based analysis; [基于多维声发射参数分析的砂岩单轴加载渐进破裂行为研究],2026,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-a0d44acf043b2529,10.3389/fpls.2025.1621509,Investigation of salt stress effects on maize seedling phenotypic traits based on the PointCornNet point cloud segmentation model,2025,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: DBSCAN clustering algorithm to enhance segmentation accuracy and enable both semantic and instance segmentation. Comparative experiments confirmed the improved model performance. Phenotypic parameters-including plant height, canopy width, volume, and surface ar",,pending
R-c7f52ce1c215ccc0,10.1016/j.measurement.2026.121158,Investigation of spatial coupling entropy in quantifying the coupling relationship of information flow in multi-stage planetary gearboxes,2026,Scopus,Q2,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-d37d5893d708ca08,10.2480/agrmet.d-17-00038,Investigation of the potential of drone observations for detection of forest disturbance caused by heavy snow damage in a Japanese cedar (Cryptomeria japonica) forest,2018,Scopus;OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,"broad visual target-operation evidence: M point clouds coincided well with the actual forest disturbance rate (35%) obtained from tree surveys. Consequently, this approach can potentially be used to detect narrow and patchy disturbances in Japanese cedar forest, although further observations at multiple points will be required to develop the accuracy of",,pending
R-5dce4f875f51dee3,10.1088/1742-6596/978/1/012071,Investigation of the ripeness of oil palm fresh fruit bunches using bio-speckle imaging,2018,OpenAlex,Q6,yes,advance_fulltext,,low,"no high-confidence EC1, EC5, or EC6 exclusion; full-text review required",,,pending
R-9e60106829146be5,10.1007/978-3-031-15944-2_23,Investigation of the SLAM Performance of the Multirotor MAV Developed for the Analysis of Orchards,2023,Scopus;OpenAlex,Q3,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-62e9661a0660cdf8,10.12794/metadc801920,"Investigation on Segmentation, Recognition and 3D Reconstruction of Objects Based on LiDAR Data Or MRI",2015,OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: operation on a named target; full-text review required,"operation on a named target: Investigation on Segmentation, Recognition and 3D Reconstruction of Objects Based on LiDAR Data Or MRI. Segmentation, recognition and 3D reconstruction of objects have been cutting-edge research topics, which have many applic",,pending
R-905a67b4515f38ae,,Investigations of Quality Aspects in UAV-Based Laser Scanning for Agriculture and Deformation Monitoring,2025,OpenAlex,Q3,yes,advance_fulltext,,medium,retain because of mechanism signal: object or instance perception; full-text review required,"object or instance perception: the quality of UAV-based scanning, particularly in GNSS-denied environments. A following instance segmentation algorithm for rubble masonry is developed to enhance deformation analysis, enabling comparisons between point clouds from different epochs. Overall,",,pending
R-d9d17d73924e426b,10.15232/aas.2018-01781,INVITED REVIEW: Dairy extension programs in the southern region: Finding novel ways to meet the needs of our producers,2019,Scopus,Q1,no,advance_fulltext,,not_assessed,abstract unavailable; do not exclude automatically,,,pending
R-4ceb16dbe26ee0c2,10.48550/arxiv.2504.05751,InvNeRF-Seg: Fine-Tuning a Pre-Trained NeRF for 3D Object Segmentation,2025,OpenAlex,Q3;Q7,yes,advance_fulltext,,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required","target-specific detection, segmentation, tracking, or counting: InvNeRF-Seg: Fine-Tuning a Pre-Trained NeRF for 3D Object Segmentation. Neural Radiance Fields (NeRF) have been widely adopted for reconstructing high quality 3D point clouds from 2D RGB images. However, the segmentation",,pending
